name,calories,calories,protein,fat,carbohydrate,fiber,sodium,portion_size,serving_unit,food_category,allergens,glycemic_index
"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (FL) - NFY120BNW",0.0,0.0,0.0,2.2,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, store brand/other brand, HY VEE & DAISY (CA2,MO) - NFY120BMB",0.0,0.0,0.0,0.0,0.0,0.0,351.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, HY VEE & DAISY (CA2,MO) - NFY120BMD",0.0,0.0,0.0,2.5,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BML",0.0,0.0,0.0,0.0,0.0,0.0,360.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, DAISY (CA1,CO) - NFY120BMU",0.0,0.0,0.0,2.27,0.0,0.0,0.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (AL,IN) - NFY120BNL",0.0,0.0,0.0,2.2,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, BREAKSTONE (AL,IN) - NFY120BNE",0.0,0.0,0.0,0.0,0.0,0.0,277.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, BREAKSTONE (MI,OK) - NFY120BO5",0.0,0.0,0.0,0.0,0.0,0.0,267.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, BREAKSTONE (MI,OK) - NFY120BOD",0.0,0.0,0.0,2.08,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, store brand/other brand, KRAFT SIMPLY & MEADOW GOLD VIVA (AL,CO) - NFY120BON",0.0,0.0,0.0,0.0,0.0,0.0,319.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, KRAFT SIMPLY & MEADOW GOLD VIVA (AL,CO) - NFY120BOP",0.0,0.0,0.0,2.55,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, store brand/other brand, FRIENDSHIP & HORIZON ORGANIC (FL,IN) - NFY120BPT",0.0,0.0,0.0,0.0,0.0,0.0,305.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, FRIENDSHIP & HORIZON ORGANIC (FL,IN) - NFY120BPV",0.0,0.0,0.0,2.11,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, store brand/other brand, FRIENDSHIP ALL NATURAL & HYVEE (MO,NY) - NFY120BQH",0.0,0.0,0.0,0.0,0.0,0.0,306.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, FRIENDSHIP ALL NATURAL & HYVEE (MO,NY) - NFY120BQK",0.0,0.0,0.0,2.26,0.0,0.0,0.0,,,Uncategorized,None,0
"Cholesterol & moisture, Cottage cheese, 2% milkfat, DAISY (MO,CT) - NFY120BPD",0.0,0.0,0.0,2.35,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, DAISY (MO,CT) - NFY120BPE",0.0,0.0,0.0,0.0,0.0,0.0,345.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, DAISY (MO,CT) - NFY120BPL",0.0,0.0,0.0,2.07,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, KNUDSEN (CA1,CA2) - NFY120BOW",0.0,0.0,0.0,0.0,0.0,0.0,331.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, KNUDSEN (CA1,CA2) - NFY120BP5",0.0,0.0,0.0,2.4,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, DAISY (MI,NY) - NFY120BQ1",0.0,0.0,0.0,0.0,0.0,0.0,346.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, DAISY (MI,NY) - NFY120BQ9",0.0,0.0,0.0,2.23,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, store brand/other brand, KING SOOPERS & KRAFT (CO,CT) - NFY120BR5",0.0,0.0,0.0,0.0,0.0,0.0,300.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, KING SOOPERS & KRAFT (CO,CT) - NFY120BR7",0.0,0.0,0.0,2.19,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, store brand/other brand, KROGER & SAFEWAY (CA1,MI) - NFY120BQP",0.0,0.0,0.0,0.0,0.0,0.0,334.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, KROGER & SAFEWAY (CA1,MI) - NFY120BQX",0.0,0.0,0.0,2.72,0.0,0.0,0.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, DAISY (FL,IN) - NFY120BRK",0.0,0.0,0.0,2.31,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, DAISY (FL,IN) - NFY120BRM",0.0,0.0,0.0,0.0,0.0,0.0,420.0,,,Uncategorized,None,0
"Minerals, Cottage cheese, 2% milkfat, store brand/other brand, SUNNYSIDE FARMS & DAISY (CA2,NC) - NFY120BRT",0.0,0.0,0.0,0.0,0.0,0.0,331.0,,,Uncategorized,None,0
"Proximates, Cottage cheese, 2% milkfat, store brand/other brand, SUNNYSIDE FARMS & DAISY (CA2,NC) - NFY120BS1",0.0,0.0,0.0,2.64,0.0,0.0,0.0,,,Uncategorized,None,0
"Cheese, cottage, lowfat, 2% milkfat",84.0,352.0,11.0,2.3,4.31,0.0,321.0,220.0,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, SARGENTO (MI) - NFY120DHK",0.0,0.0,0.0,0.0,0.0,0.0,677.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (MI) - NFY120DHM",0.0,0.0,0.0,20.9,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, KRAFT (CA1) - NFY120DIC",0.0,0.0,0.0,0.0,0.0,0.0,549.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (CA1) - NFY120DIE",0.0,0.0,0.0,21.5,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, SARGENTO (CA2,NC) - NFY120DGT",0.0,0.0,0.0,0.0,0.0,0.0,751.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (CA2,NC) - NFY120DGV",0.0,0.0,0.0,20.3,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, KRAFT (CA2,NC) - NFY120DJ8",0.0,0.0,0.0,0.0,0.0,0.0,639.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (CA2,NC) - NFY120DJA",0.0,0.0,0.0,21.4,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, SARGENTO (CO,CT) - NFY120DH3",0.0,0.0,0.0,0.0,0.0,0.0,780.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (CO,CT) - NFY120DHA",0.0,0.0,0.0,20.6,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, SARGENTO (FL,MO) - NFY120DHV",0.0,0.0,0.0,0.0,0.0,0.0,587.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (FL,MO) - NFY120DI3",0.0,0.0,0.0,20.7,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, SARGENTO (AL,CA1) - NFY120DGA",0.0,0.0,0.0,0.0,0.0,0.0,711.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (AL,CA1) - NFY120DGJ",0.0,0.0,0.0,21.6,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, KRAFT (FL,MO) - NFY120DJI",0.0,0.0,0.0,0.0,0.0,0.0,679.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (FL,MO) - NFY120DJP",0.0,0.0,0.0,20.2,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand, AMERICAS CHOICE (NY) - NFY120DKP",0.0,0.0,0.0,0.0,0.0,0.0,799.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, AMERICAS CHOICE (NY) - NFY120DKR",0.0,0.0,0.0,17.8,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, KRAFT (IN,NY) - NFY120DIO",0.0,0.0,0.0,0.0,0.0,0.0,658.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (IN,NY) - NFY120DIX",0.0,0.0,0.0,21.1,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand/other brand, CRYSTAL FARMS & KROGER (CO,CT) - NFY120DJX",0.0,0.0,0.0,0.0,0.0,0.0,592.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand/other brand, CRYSTAL FARMS & KROGER (CO,CT) - NFY120DJZ",0.0,0.0,0.0,19.2,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand, MY ESSENTIALS & SUNNYSIDE FARMS (CA2,NC) - NFY120DLI",0.0,0.0,0.0,0.0,0.0,0.0,653.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, MY ESSENTIALS & SUNNYSIDE FARMS (CA2,NC) - NFY120DLK",0.0,0.0,0.0,20.5,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand, HYVEE & PUBLIX (FL,MO) - NFY120DM6",0.0,0.0,0.0,0.0,0.0,0.0,728.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, HYVEE & PUBLIX (FL,MO) - NFY120DM8",0.0,0.0,0.0,19.1,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, KRAFT (MI,OK) - NFY120DK8",0.0,0.0,0.0,0.0,0.0,0.0,663.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, KRAFT (MI,OK) - NFY120DKG",0.0,0.0,0.0,20.5,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand, GREAT VALUE & SHOP RITE (AL,CT) - NFY120DLR",0.0,0.0,0.0,0.0,0.0,0.0,616.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, GREAT VALUE & SHOP RITE (AL,CT) - NFY120DLY",0.0,0.0,0.0,19.4,0.0,0.0,0.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, LUCERNE (CA1,CO) - NFY120DL8",0.0,0.0,0.0,21.1,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand, LUCERNE (CA1,CO) - NFY120DKZ",0.0,0.0,0.0,0.0,0.0,0.0,720.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, store brand, KROGER (MI,IN) - NFY120DMF",0.0,0.0,0.0,0.0,0.0,0.0,681.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, store brand, KROGER (MI,IN) - NFY120DMN",0.0,0.0,0.0,20.0,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Mozzarella cheese, low-moisture, part-skim, SARGENTO (IN,NY) - NFY120E86",0.0,0.0,0.0,0.0,0.0,0.0,782.0,,,Uncategorized,None,0
"Proximates, Mozzarella cheese, low-moisture, part-skim, SARGENTO (IN,NY) - NFY120E88",0.0,0.0,0.0,19.8,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IA) - NFY120X51",0.0,0.0,0.0,0.0,0.0,0.0,733.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IA) - NFY120X52",0.0,0.0,0.0,20.3,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (PA,CA1) - NFY120X59",0.0,0.0,0.0,0.0,0.0,0.0,710.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (PA,CA1) - NFY120X5C",0.0,0.0,0.0,21.4,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (KY,CA2) - NFY120X5H",0.0,0.0,0.0,0.0,0.0,0.0,785.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (KY,CA2) - NFY120X5N",0.0,0.0,0.0,21.8,0.0,0.0,0.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (NE) - NFY120X42",0.0,0.0,0.0,20.5,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (NE) - NFY120X40",0.0,0.0,0.0,0.0,0.0,0.0,665.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3I",0.0,0.0,0.0,19.8,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (CA1) - NFY120X3G",0.0,0.0,0.0,0.0,0.0,0.0,506.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE,NC) - NFY120X5Y",0.0,0.0,0.0,0.0,0.0,0.0,735.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (NE,NC) - NFY120X61",0.0,0.0,0.0,21.6,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4I",0.0,0.0,0.0,0.0,0.0,0.0,728.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), KRAFT (IN,TX) - NFY120X4K",0.0,0.0,0.0,19.7,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA,TX) - NFY120X6P",0.0,0.0,0.0,0.0,0.0,0.0,740.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (IA,TX) - NFY120X6R",0.0,0.0,0.0,20.9,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA,CA1) - NFY120X7G",0.0,0.0,0.0,0.0,0.0,0.0,781.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (PA,CA1) - NFY120X7K",0.0,0.0,0.0,20.0,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE,NC) - NFY120X89",0.0,0.0,0.0,0.0,0.0,0.0,690.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (NE,NC) - NFY120X8B",0.0,0.0,0.0,19.7,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X68",0.0,0.0,0.0,0.0,0.0,0.0,624.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (AZ,IN) - NFY120X6F",0.0,0.0,0.0,21.0,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X6Y",0.0,0.0,0.0,0.0,0.0,0.0,731.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), SARGENTO (GA,NJ) - NFY120X75",0.0,0.0,0.0,20.4,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA,TX) - NFY120X8Y",0.0,0.0,0.0,0.0,0.0,0.0,662.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (IA,TX) - NFY120X8Z",0.0,0.0,0.0,20.2,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7Q",0.0,0.0,0.0,0.0,0.0,0.0,694.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (KY,CA2) - NFY120X7S",0.0,0.0,0.0,20.4,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8I",0.0,0.0,0.0,0.0,0.0,0.0,750.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (AZ,VA) - NFY120X8K",0.0,0.0,0.0,20.3,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), store brand, MY ESSENTIALS (CA2,NC) - NFY120XA7",0.0,0.0,0.0,0.0,0.0,0.0,940.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, MY ESSENTIALS (CA2,NC) - NFY120XAA",0.0,0.0,0.0,19.1,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X97",0.0,0.0,0.0,0.0,0.0,0.0,777.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), FRIGO (GA,NJ) - NFY120X99",0.0,0.0,0.0,20.5,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9P",0.0,0.0,0.0,0.0,0.0,0.0,629.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, sKROGER (KY,TX) - NFY120X9W",0.0,0.0,0.0,19.0,0.0,0.0,0.0,,,Uncategorized,None,0
"Minerals, Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1,NE,PA) - NFY120XAH",0.0,0.0,0.0,0.0,0.0,0.0,725.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), BORDEN (CA1,NE,PA) - NFY120XAN",0.0,0.0,0.0,20.8,0.0,0.0,0.0,,,Uncategorized,None,0
"Proximates, Cheese, string (low-moisture, part-skim mozzarella), store brand, FOOD CLUB (AZ,IN,NJ) - NFY120XB6",0.0,0.0,0.0,21.5,0.0,0.0,0.0,,,Uncategorized,None,0
"Cheese, mozzarella, low moisture, part-skim",298.0,1240.0,23.7,20.4,4.44,0.0,699.0,86.2,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,466.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,39.1,0.0,0.0,0.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,509.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,37.7,0.0,0.0,0.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,449.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,42.2,0.0,0.0,0.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,554.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,36.1,0.0,0.0,0.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,699.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,38.7,0.0,0.0,0.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,40.4,0.0,0.0,0.0,,,Uncategorized,None,0
" Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,501.0,,,Uncategorized,None,0
" Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,534.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,38.4,0.0,0.0,0.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,502.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,38.4,0.0,0.0,0.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,443.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,40.7,0.0,0.0,0.0,,,Uncategorized,None,0
" Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,353.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,41.5,0.0,0.0,0.0,,,Uncategorized,None,0
" Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,436.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,42.5,0.0,0.0,0.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,474.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,41.1,0.0,0.0,0.0,,,Uncategorized,None,0
" Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,441.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,41.9,0.0,0.0,0.0,,,Uncategorized,None,0
" Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,437.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,39.0,0.0,0.0,0.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,442.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,42.5,0.0,0.0,0.0,,,Uncategorized,None,0
" Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,514.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,38.4,0.0,0.0,0.0,,,Uncategorized,None,0
" Whole eggs, dried",0.0,0.0,0.0,0.0,0.0,0.0,493.0,,,Uncategorized,None,0
"Whole eggs, dried",0.0,0.0,0.0,37.2,0.0,0.0,0.0,,,Uncategorized,None,0
"Egg, whole, dried",575.0,2410.0,48.1,39.8,1.87,0.0,485.0,28.4,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,69.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,25.6,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,63.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,24.5,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,59.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,24.9,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,58.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,25.0,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,65.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,25.7,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,62.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,25.2,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,67.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,25.6,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,25.1,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,26.4,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,66.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,26.7,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,69.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,24.9,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,69.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,22.5,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,69.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,26.0,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,68.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,24.7,0.0,0.0,0.0,,,Uncategorized,None,0
 Egg yolk,0.0,0.0,0.0,0.0,0.0,0.0,72.0,,,Uncategorized,None,0
Egg yolk,0.0,0.0,0.0,23.7,0.0,0.0,0.0,,,Uncategorized,None,0
"Egg, yolk, raw, frozen, pasteurized",296.0,1240.0,15.6,25.1,0.59,0.0,66.0,28.4,,Uncategorized,None,0
"Egg yolks, dried",0.0,0.0,0.0,0.0,0.0,0.0,145.0,,,Uncategorized,None,0
"Egg yolks, dried",0.0,0.0,0.0,55.6,0.0,0.0,0.0,,,Uncategorized,None,0
" Egg yolks, dried",0.0,0.0,0.0,0.0,0.0,0.0,137.0,,,Uncategorized,None,0
"Egg yolks, dried",0.0,0.0,0.0,55.6,0.0,0.0,0.0,,,Uncategorized,None,0
" Egg yolks, dried",0.0,0.0,0.0,0.0,0.0,0.0,141.0,,,Uncategorized,None,0
"Egg yolks, dried",0.0,0.0,0.0,57.2,0.0,0.0,0.0,,,Uncategorized,None,0
"Egg yolks, dried",0.0,0.0,0.0,0.0,0.0,0.0,154.0,,,Uncategorized,None,0
"Egg yolks, dried",0.0,0.0,0.0,56.2,0.0,0.0,0.0,,,Uncategorized,None,0
" Egg yolks, dried",0.0,0.0,0.0,0.0,0.0,0.0,138.0,,,Uncategorized,None,0
"Egg yolks, dried",0.0,0.0,0.0,55.3,0.0,0.0,0.0,,,Uncategorized,None,0
" Egg yolks, dried",0.0,0.0,0.0,0.0,0.0,0.0,141.0,,,Uncategorized,None,0
"Egg yolks, dried",0.0,0.0,0.0,56.1,0.0,0.0,0.0,,,Uncategorized,None,0
